Iteration,Timestep,TransitionGroupID,TransitionMultiplierTypeID,MultiplierFileName
,,Agricultural Expansion and Urbanization,,E:\gitprojects\a311\Libraries\Inputs\stconnect v1.1.20\Transition Spatial Multiplier\spatialMultiplier_zonation_extent.tif
