AmountLabel,AmountUnits,StateLabelX,StateLabelY,PrimaryStratumLabel,SecondaryStratumLabel,TertiaryStratumLabel,TimestepUnits
Area,Hectares,Class,Subclass,Ecoregion,MRC,TerrainType,Interval
